 log g Teff  log Z Vel   g(CBBED)
 log g Teff  log Z Vel   h(CBBED)
 log g Teff  log Z Vel  xi(CBBED)
 2.50  9000. -5.0  2.0   0.4768
 2.50  9000. -5.0  2.0   0.0001
 3.00  9000. -5.0  2.0   0.5682
 3.00  9000. -5.0  2.0   0.4890
 3.00  9000. -5.0  2.0   0.0002
 3.50  9000. -5.0  2.0   0.5576
 3.50  9000. -5.0  2.0   0.5028
 3.50  9000. -5.0  2.0   0.0003
 4.00  9000. -5.0  2.0   0.5498
 4.00  9000. -5.0  2.0   0.5181
 4.00  9000. -5.0  2.0   0.0003
 4.50  9000. -5.0  2.0   0.5420
 4.50  9000. -5.0  2.0   0.5357
 4.50  9000. -5.0  2.0   0.0004
 5.00  9000. -5.0  2.0   0.5341
 5.00  9000. -5.0  2.0   0.5539
 5.00  9000. -5.0  2.0   0.0004
 2.00  9250. -5.0  2.0   0.6036
 2.00  9250. -5.0  2.0   0.4647
 2.00  9250. -5.0  2.0   0.0001
 2.50  9250. -5.0  2.0   0.5810
 2.50  9250. -5.0  2.0   0.4672
 2.50  9250. -5.0  2.0   0.0001
 3.00  9250. -5.0  2.0   0.5638
 3.00  9250. -5.0  2.0   0.4774
 3.00  9250. -5.0  2.0   0.0001
 3.50  9250. -5.0  2.0   0.5529
 3.50  9250. -5.0  2.0   0.4885
 3.50  9250. -5.0  2.0   0.0002
 4.00  9250. -5.0  2.0   0.5463
 4.00  9250. -5.0  2.0   0.4997
 4.00  9250. -5.0  2.0   0.0002
 4.50  9250. -5.0  2.0   0.5404
 4.50  9250. -5.0  2.0   0.5129
 4.50  9250. -5.0  2.0   0.0003
 5.00  9250. -5.0  2.0   0.5332
 5.00  9250. -5.0  2.0   0.5285
 5.00  9250. -5.0  2.0   0.0003
 2.00  9500. -5.0  2.0   0.6020
 2.00  9500. -5.0  2.0   0.4598
 2.00  9500. -5.0  2.0   0.0000
 2.50  9500. -5.0  2.0   0.5777
 2.50  9500. -5.0  2.0   0.4605
 2.50  9500. -5.0  2.0   0.0001
 3.00  9500. -5.0  2.0   0.5596
 3.00  9500. -5.0  2.0   0.4686
 3.00  9500. -5.0  2.0   0.0001
 3.50  9500. -5.0  2.0   0.5481
 3.50  9500. -5.0  2.0   0.4783
 3.50  9500. -5.0  2.0   0.0002
 4.00  9500. -5.0  2.0   0.5419
 4.00  9500. -5.0  2.0   0.4863
 4.00  9500. -5.0  2.0   0.0002
 4.50  9500. -5.0  2.0   0.5375
 4.50  9500. -5.0  2.0   0.4953
 4.50  9500. -5.0  2.0   0.0002
 5.00  9500. -5.0  2.0   0.5319
 5.00  9500. -5.0  2.0   0.5071
 5.00  9500. -5.0  2.0   0.0003
 2.00  9750. -5.0  2.0   0.6010
 2.00  9750. -5.0  2.0   0.4556
 2.00  9750. -5.0  2.0   0.0000
 2.50  9750. -5.0  2.0   0.5752
 2.50  9750. -5.0  2.0   0.4546
 2.50  9750. -5.0  2.0   0.0001
 3.00  9750. -5.0  2.0   0.5556
 3.00  9750. -5.0  2.0   0.4618
 3.00  9750. -5.0  2.0   0.0001
 3.50  9750. -5.0  2.0   0.5438
 3.50  9750. -5.0  2.0   0.4696
 3.50  9750. -5.0  2.0   0.0001
 4.00  9750. -5.0  2.0   0.5371
 4.00  9750. -5.0  2.0   0.4765
 4.00  9750. -5.0  2.0   0.0002
 4.50  9750. -5.0  2.0   0.5336
 4.50  9750. -5.0  2.0   0.4820
 4.50  9750. -5.0  2.0   0.0002
 5.00  9750. -5.0  2.0   0.5297
 5.00  9750. -5.0  2.0   0.4898
 5.00  9750. -5.0  2.0   0.0002
 2.00 10000. -5.0  2.0   0.6009
 2.00 10000. -5.0  2.0   0.4509
 2.00 10000. -5.0  2.0   0.0000
 2.50 10000. -5.0  2.0   0.5731
 2.50 10000. -5.0  2.0   0.4494
 2.50 10000. -5.0  2.0   0.0000
 3.00 10000. -5.0  2.0   0.5522
 3.00 10000. -5.0  2.0   0.4558
 3.00 10000. -5.0  2.0   0.0001
 3.50 10000. -5.0  2.0   0.5396
 3.50 10000. -5.0  2.0   0.4627
 3.50 10000. -5.0  2.0   0.0001
 4.00 10000. -5.0  2.0   0.5328
 4.00 10000. -5.0  2.0   0.4686
 4.00 10000. -5.0  2.0   0.0001
 4.50 10000. -5.0  2.0   0.5293
 4.50 10000. -5.0  2.0   0.4724
 4.50 10000. -5.0  2.0   0.0002
 5.00 10000. -5.0  2.0   0.5264
 5.00 10000. -5.0  2.0   0.4771
 5.00 10000. -5.0  2.0   0.0002
 2.00 10500. -5.0  2.0   0.6015
 2.00 10500. -5.0  2.0   0.4423
 2.00 10500. -5.0  2.0   0.0000
 2.50 10500. -5.0  2.0   0.5700
 2.50 10500. -5.0  2.0   0.4399
 2.50 10500. -5.0  2.0   0.0000
 3.00 10500. -5.0  2.0   0.5460
 3.00 10500. -5.0  2.0   0.4462
 3.00 10500. -5.0  2.0   0.0001
 3.50 10500. -5.0  2.0   0.5316
 3.50 10500. -5.0  2.0   0.4526
 3.50 10500. -5.0  2.0   0.0001
 4.00 10500. -5.0  2.0   0.5242
 4.00 10500. -5.0  2.0   0.4573
 4.00 10500. -5.0  2.0   0.0001
 4.50 10500. -5.0  2.0   0.5210
 4.50 10500. -5.0  2.0   0.4589
 4.50 10500. -5.0  2.0   0.0001
 5.00 10500. -5.0  2.0   0.5191
 5.00 10500. -5.0  2.0   0.4594
 5.00 10500. -5.0  2.0   0.0001
 2.50 11000. -5.0  2.0   0.5683
 2.50 11000. -5.0  2.0   0.4308
 2.50 11000. -5.0  2.0   0.0000
 3.00 11000. -5.0  2.0   0.5409
 3.00 11000. -5.0  2.0   0.4380
 3.00 11000. -5.0  2.0   0.0000
 3.50 11000. -5.0  2.0   0.5243
 3.50 11000. -5.0  2.0   0.4447
 3.50 11000. -5.0  2.0   0.0001
 4.00 11000. -5.0  2.0   0.5159
 4.00 11000. -5.0  2.0   0.4490
 4.00 11000. -5.0  2.0   0.0001
 4.50 11000. -5.0  2.0   0.5128
 4.50 11000. -5.0  2.0   0.4498
 4.50 11000. -5.0  2.0   0.0001
 5.00 11000. -5.0  2.0   0.5115
 5.00 11000. -5.0  2.0   0.4484
 5.00 11000. -5.0  2.0   0.0001
 2.50 11500. -5.0  2.0   0.5675
 2.50 11500. -5.0  2.0   0.4224
 2.50 11500. -5.0  2.0   0.0000
 3.00 11500. -5.0  2.0   0.5370
 3.00 11500. -5.0  2.0   0.4302
 3.00 11500. -5.0  2.0   0.0000
 3.50 11500. -5.0  2.0   0.5178
 3.50 11500. -5.0  2.0   0.4382
 3.50 11500. -5.0  2.0   0.0001
 4.00 11500. -5.0  2.0   0.5081
 4.00 11500. -5.0  2.0   0.4426
 4.00 11500. -5.0  2.0   0.0001
 4.50 11500. -5.0  2.0   0.5045
 4.50 11500. -5.0  2.0   0.4433
 4.50 11500. -5.0  2.0   0.0001
 5.00 11500. -5.0  2.0   0.5037
 5.00 11500. -5.0  2.0   0.4413
 5.00 11500. -5.0  2.0   0.0001
 2.50 12000. -5.0  2.0   0.5677
 2.50 12000. -5.0  2.0   0.4145
 2.50 12000. -5.0  2.0   0.0000
 3.00 12000. -5.0  2.0   0.5338
 3.00 12000. -5.0  2.0   0.4227
 3.00 12000. -5.0  2.0   0.0000
 3.50 12000. -5.0  2.0   0.5120
 3.50 12000. -5.0  2.0   0.4320
 3.50 12000. -5.0  2.0   0.0000
 4.00 12000. -5.0  2.0   0.5007
 4.00 12000. -5.0  2.0   0.4373
 4.00 12000. -5.0  2.0   0.0001
 4.50 12000. -5.0  2.0   0.4963
 4.50 12000. -5.0  2.0   0.4385
 4.50 12000. -5.0  2.0   0.0001
 5.00 12000. -5.0  2.0   0.4956
 5.00 12000. -5.0  2.0   0.4360
 5.00 12000. -5.0  2.0   0.0001
 2.50 12500. -5.0  2.0   0.5685
 2.50 12500. -5.0  2.0   0.4073
 2.50 12500. -5.0  2.0   0.0000
 3.00 12500. -5.0  2.0   0.5313
 3.00 12500. -5.0  2.0   0.4159
 3.00 12500. -5.0  2.0   0.0000
 3.50 12500. -5.0  2.0   0.5070
 3.50 12500. -5.0  2.0   0.4261
 3.50 12500. -5.0  2.0   0.0000
 4.00 12500. -5.0  2.0   0.4940
 4.00 12500. -5.0  2.0   0.4322
 4.00 12500. -5.0  2.0   0.0001
 4.50 12500. -5.0  2.0   0.4886
 4.50 12500. -5.0  2.0   0.4340
 4.50 12500. -5.0  2.0   0.0001
 5.00 12500. -5.0  2.0   0.4875
 5.00 12500. -5.0  2.0   0.4320
 5.00 12500. -5.0  2.0   0.0001
 2.50 13000. -5.0  2.0   0.5703
 2.50 13000. -5.0  2.0   0.4001
 2.50 13000. -5.0  2.0   0.0000
 3.00 13000. -5.0  2.0   0.5296
 3.00 13000. -5.0  2.0   0.4093
 3.00 13000. -5.0  2.0   0.0000
 3.50 13000. -5.0  2.0   0.5026
 3.50 13000. -5.0  2.0   0.4204
 3.50 13000. -5.0  2.0   0.0000
 4.00 13000. -5.0  2.0   0.4878
 4.00 13000. -5.0  2.0   0.4277
 4.00 13000. -5.0  2.0   0.0000
 4.50 13000. -5.0  2.0   0.4812
 4.50 13000. -5.0  2.0   0.4304
 4.50 13000. -5.0  2.0   0.0001
 5.00 13000. -5.0  2.0   0.4798
 5.00 13000. -5.0  2.0   0.4283
 5.00 13000. -5.0  2.0   0.0001
 2.00 14000. -5.0  2.0   0.6255
 2.00 14000. -5.0  2.0   0.4072
 2.00 14000. -5.0  2.0   0.0000
 2.50 14000. -5.0  2.0   0.5755
 2.50 14000. -5.0  2.0   0.3877
 2.50 14000. -5.0  2.0   0.0000
 3.00 14000. -5.0  2.0   0.5279
 3.00 14000. -5.0  2.0   0.3970
 3.00 14000. -5.0  2.0   0.0000
 3.50 14000. -5.0  2.0   0.4953
 3.50 14000. -5.0  2.0   0.4106
 3.50 14000. -5.0  2.0   0.0000
 4.00 14000. -5.0  2.0   0.4768
 4.00 14000. -5.0  2.0   0.4198
 4.00 14000. -5.0  2.0   0.0000
 4.50 14000. -5.0  2.0   0.4679
 4.50 14000. -5.0  2.0   0.4240
 4.50 14000. -5.0  2.0   0.0000
 5.00 14000. -5.0  2.0   0.4651
 5.00 14000. -5.0  2.0   0.4229
 5.00 14000. -5.0  2.0   0.0000
 2.50 15000. -5.0  2.0   0.5836
 2.50 15000. -5.0  2.0   0.3761
 2.50 15000. -5.0  2.0   0.0000
 3.00 15000. -5.0  2.0   0.5289
 3.00 15000. -5.0  2.0   0.3853
 3.00 15000. -5.0  2.0   0.0000
 3.50 15000. -5.0  2.0   0.4902
 3.50 15000. -5.0  2.0   0.4010
 3.50 15000. -5.0  2.0   0.0000
 4.00 15000. -5.0  2.0   0.4676
 4.00 15000. -5.0  2.0   0.4127
 4.00 15000. -5.0  2.0   0.0000
 4.50 15000. -5.0  2.0   0.4564
 4.50 15000. -5.0  2.0   0.4181
 4.50 15000. -5.0  2.0   0.0000
 5.00 15000. -5.0  2.0   0.4522
 5.00 15000. -5.0  2.0   0.4178
 5.00 15000. -5.0  2.0   0.0000
 2.50 16000. -5.0  2.0   0.5941
 2.50 16000. -5.0  2.0   0.3653
 2.50 16000. -5.0  2.0   0.0000
 3.00 16000. -5.0  2.0   0.5332
 3.00 16000. -5.0  2.0   0.3728
 3.00 16000. -5.0  2.0   0.0001
 3.50 16000. -5.0  2.0   0.4879
 3.50 16000. -5.0  2.0   0.3907
 3.50 16000. -5.0  2.0   0.0000
 4.00 16000. -5.0  2.0   0.4607
 4.00 16000. -5.0  2.0   0.4053
 4.00 16000. -5.0  2.0   0.0000
 4.50 16000. -5.0  2.0   0.4471
 4.50 16000. -5.0  2.0   0.4121
 4.50 16000. -5.0  2.0   0.0000
 5.00 16000. -5.0  2.0   0.4414
 5.00 16000. -5.0  2.0   0.4131
 5.00 16000. -5.0  2.0   0.0000
 2.50 17000. -5.0  2.0   0.6064
 2.50 17000. -5.0  2.0   0.3557
 2.50 17000. -5.0  2.0   0.0000
 3.00 17000. -5.0  2.0   0.5403
 3.00 17000. -5.0  2.0   0.3597
 3.00 17000. -5.0  2.0   0.0001
 3.50 17000. -5.0  2.0   0.4880
 3.50 17000. -5.0  2.0   0.3799
 3.50 17000. -5.0  2.0   0.0001
 4.00 17000. -5.0  2.0   0.4561
 4.00 17000. -5.0  2.0   0.3972
 4.00 17000. -5.0  2.0   0.0000
 4.50 17000. -5.0  2.0   0.4394
 4.50 17000. -5.0  2.0   0.4063
 4.50 17000. -5.0  2.0   0.0000
 5.00 17000. -5.0  2.0   0.4321
 5.00 17000. -5.0  2.0   0.4085
 5.00 17000. -5.0  2.0   0.0000
 2.50 18000. -5.0  2.0   0.6192
 2.50 18000. -5.0  2.0   0.3491
 2.50 18000. -5.0  2.0   0.0000
 3.00 18000. -5.0  2.0   0.5502
 3.00 18000. -5.0  2.0   0.3460
 3.00 18000. -5.0  2.0   0.0001
 3.50 18000. -5.0  2.0   0.4913
 3.50 18000. -5.0  2.0   0.3670
 3.50 18000. -5.0  2.0   0.0001
 4.00 18000. -5.0  2.0   0.4539
 4.00 18000. -5.0  2.0   0.3875
 4.00 18000. -5.0  2.0   0.0000
 4.50 18000. -5.0  2.0   0.4340
 4.50 18000. -5.0  2.0   0.3991
 4.50 18000. -5.0  2.0   0.0000
 5.00 18000. -5.0  2.0   0.4247
 5.00 18000. -5.0  2.0   0.4033
 5.00 18000. -5.0  2.0   0.0000
 2.50 19000. -5.0  2.0   0.6313
 2.50 19000. -5.0  2.0   0.3470
 2.50 19000. -5.0  2.0   0.0000
 3.00 19000. -5.0  2.0   0.5620
 3.00 19000. -5.0  2.0   0.3329
 3.00 19000. -5.0  2.0   0.0001
 3.50 19000. -5.0  2.0   0.4965
 3.50 19000. -5.0  2.0   0.3534
 3.50 19000. -5.0  2.0   0.0001
 4.00 19000. -5.0  2.0   0.4542
 4.00 19000. -5.0  2.0   0.3758
 4.00 19000. -5.0  2.0   0.0001
 4.50 19000. -5.0  2.0   0.4307
 4.50 19000. -5.0  2.0   0.3904
 4.50 19000. -5.0  2.0   0.0000
 5.00 19000. -5.0  2.0   0.4195
 5.00 19000. -5.0  2.0   0.3964
 5.00 19000. -5.0  2.0   0.0000
 3.00 20000. -5.0  2.0   0.5757
 3.00 20000. -5.0  2.0   0.3215
 3.00 20000. -5.0  2.0   0.0002
 3.50 20000. -5.0  2.0   0.5042
 3.50 20000. -5.0  2.0   0.3392
 3.50 20000. -5.0  2.0   0.0002
 4.00 20000. -5.0  2.0   0.4563
 4.00 20000. -5.0  2.0   0.3630
 4.00 20000. -5.0  2.0   0.0001
 4.50 20000. -5.0  2.0   0.4300
 4.50 20000. -5.0  2.0   0.3790
 4.50 20000. -5.0  2.0   0.0000
 5.00 20000. -5.0  2.0   0.4165
 5.00 20000. -5.0  2.0   0.3876
 5.00 20000. -5.0  2.0   0.0000
 3.00 21000. -5.0  2.0   0.5913
 3.00 21000. -5.0  2.0   0.3118
 3.00 21000. -5.0  2.0   0.0002
 3.50 21000. -5.0  2.0   0.5144
 3.50 21000. -5.0  2.0   0.3254
 3.50 21000. -5.0  2.0   0.0002
 4.00 21000. -5.0  2.0   0.4608
 4.00 21000. -5.0  2.0   0.3489
 4.00 21000. -5.0  2.0   0.0001
 4.50 21000. -5.0  2.0   0.4306
 4.50 21000. -5.0  2.0   0.3669
 4.50 21000. -5.0  2.0   0.0001
 5.00 21000. -5.0  2.0   0.4155
 5.00 21000. -5.0  2.0   0.3766
 5.00 21000. -5.0  2.0   0.0000
 3.00 22000. -5.0  2.0   0.6075
 3.00 22000. -5.0  2.0   0.3044
 3.00 22000. -5.0  2.0   0.0002
 3.50 22000. -5.0  2.0   0.5279
 3.50 22000. -5.0  2.0   0.3120
 3.50 22000. -5.0  2.0   0.0003
 4.00 22000. -5.0  2.0   0.4677
 4.00 22000. -5.0  2.0   0.3351
 4.00 22000. -5.0  2.0   0.0002
 4.50 22000. -5.0  2.0   0.4333
 4.50 22000. -5.0  2.0   0.3539
 4.50 22000. -5.0  2.0   0.0001
 5.00 22000. -5.0  2.0   0.4160
 5.00 22000. -5.0  2.0   0.3648
 5.00 22000. -5.0  2.0   0.0001
 3.00 23000. -5.0  2.0   0.6234
 3.00 23000. -5.0  2.0   0.2999
 3.00 23000. -5.0  2.0   0.0002
 3.50 23000. -5.0  2.0   0.5440
 3.50 23000. -5.0  2.0   0.2994
 3.50 23000. -5.0  2.0   0.0003
 4.00 23000. -5.0  2.0   0.4781
 4.00 23000. -5.0  2.0   0.3209
 4.00 23000. -5.0  2.0   0.0003
 4.50 23000. -5.0  2.0   0.4388
 4.50 23000. -5.0  2.0   0.3401
 4.50 23000. -5.0  2.0   0.0002
 5.00 23000. -5.0  2.0   0.4188
 5.00 23000. -5.0  2.0   0.3516
 5.00 23000. -5.0  2.0   0.0001
 3.00 24000. -5.0  2.0   0.6376
 3.00 24000. -5.0  2.0   0.2987
 3.00 24000. -5.0  2.0   0.0001
 3.50 24000. -5.0  2.0   0.5615
 3.50 24000. -5.0  2.0   0.2884
 3.50 24000. -5.0  2.0   0.0003
 4.00 24000. -5.0  2.0   0.4914
 4.00 24000. -5.0  2.0   0.3068
 4.00 24000. -5.0  2.0   0.0003
 4.50 24000. -5.0  2.0   0.4474
 4.50 24000. -5.0  2.0   0.3257
 4.50 24000. -5.0  2.0   0.0002
 5.00 24000. -5.0  2.0   0.4239
 5.00 24000. -5.0  2.0   0.3383
 5.00 24000. -5.0  2.0   0.0002
 3.00 25000. -5.0  2.0   0.6507
 3.00 25000. -5.0  2.0   0.2998
 3.00 25000. -5.0  2.0   0.0000
 3.50 25000. -5.0  2.0   0.5792
 3.50 25000. -5.0  2.0   0.2792
 3.50 25000. -5.0  2.0   0.0003
 4.00 25000. -5.0  2.0   0.5063
 4.00 25000. -5.0  2.0   0.2938
 4.00 25000. -5.0  2.0   0.0003
 4.50 25000. -5.0  2.0   0.4578
 4.50 25000. -5.0  2.0   0.3123
 4.50 25000. -5.0  2.0   0.0002
 5.00 25000. -5.0  2.0   0.4310
 5.00 25000. -5.0  2.0   0.3251
 5.00 25000. -5.0  2.0   0.0002
 3.00 26000. -5.0  2.0   0.6685
 3.00 26000. -5.0  2.0   0.2954
 3.00 26000. -5.0  2.0   0.0000
 3.50 26000. -5.0  2.0   0.5963
 3.50 26000. -5.0  2.0   0.2717
 3.50 26000. -5.0  2.0   0.0002
 4.00 26000. -5.0  2.0   0.5212
 4.00 26000. -5.0  2.0   0.2826
 4.00 26000. -5.0  2.0   0.0003
 4.50 26000. -5.0  2.0   0.4692
 4.50 26000. -5.0  2.0   0.2998
 4.50 26000. -5.0  2.0   0.0002
 5.00 26000. -5.0  2.0   0.4393
 5.00 26000. -5.0  2.0   0.3129
 5.00 26000. -5.0  2.0   0.0002
 3.50 27000. -5.0  2.0   0.6117
 3.50 27000. -5.0  2.0   0.2651
 3.50 27000. -5.0  2.0   0.0001
 4.00 27000. -5.0  2.0   0.5352
 4.00 27000. -5.0  2.0   0.2730
 4.00 27000. -5.0  2.0   0.0002
 4.50 27000. -5.0  2.0   0.4797
 4.50 27000. -5.0  2.0   0.2895
 4.50 27000. -5.0  2.0   0.0002
 5.00 27000. -5.0  2.0   0.4474
 5.00 27000. -5.0  2.0   0.3020
 5.00 27000. -5.0  2.0   0.0002
 3.50 28000. -5.0  2.0   0.6271
 3.50 28000. -5.0  2.0   0.2562
 3.50 28000. -5.0  2.0   0.0001
 4.00 28000. -5.0  2.0   0.5465
 4.00 28000. -5.0  2.0   0.2651
 4.00 28000. -5.0  2.0   0.0002
 4.50 28000. -5.0  2.0   0.4881
 4.50 28000. -5.0  2.0   0.2809
 4.50 28000. -5.0  2.0   0.0002
 5.00 28000. -5.0  2.0   0.4531
 5.00 28000. -5.0  2.0   0.2937
 5.00 28000. -5.0  2.0   0.0001
 3.50 29000. -5.0  2.0   0.6448
 3.50 29000. -5.0  2.0   0.2428
 3.50 29000. -5.0  2.0   0.0001
 4.00 29000. -5.0  2.0   0.5540
 4.00 29000. -5.0  2.0   0.2577
 4.00 29000. -5.0  2.0   0.0001
 4.50 29000. -5.0  2.0   0.4921
 4.50 29000. -5.0  2.0   0.2747
 4.50 29000. -5.0  2.0   0.0001
 5.00 29000. -5.0  2.0   0.4550
 5.00 29000. -5.0  2.0   0.2880
 5.00 29000. -5.0  2.0   0.0001
 3.50 30000. -5.0  2.0   0.6680
 3.50 30000. -5.0  2.0   0.2268
 3.50 30000. -5.0  2.0   0.0000
 4.00 30000. -5.0  2.0   0.5587
 4.00 30000. -5.0  2.0   0.2491
 4.00 30000. -5.0  2.0   0.0001
 4.50 30000. -5.0  2.0   0.4909
 4.50 30000. -5.0  2.0   0.2699
 4.50 30000. -5.0  2.0   0.0001
 5.00 30000. -5.0  2.0   0.4510
 5.00 30000. -5.0  2.0   0.2852
 5.00 30000. -5.0  2.0   0.0001
 3.50 31000. -5.0  2.0   0.7004
 3.50 31000. -5.0  2.0   0.2099
 3.50 31000. -5.0  2.0   0.0000
 4.00 31000. -5.0  2.0   0.5639
 4.00 31000. -5.0  2.0   0.2383
 4.00 31000. -5.0  2.0   0.0001
 4.50 31000. -5.0  2.0   0.4853
 4.50 31000. -5.0  2.0   0.2655
 4.50 31000. -5.0  2.0   0.0001
 5.00 31000. -5.0  2.0   0.4410
 5.00 31000. -5.0  2.0   0.2849
 5.00 31000. -5.0  2.0   0.0001
 4.00 32000. -5.0  2.0   0.5738
 4.00 32000. -5.0  2.0   0.2252
 4.00 32000. -5.0  2.0   0.0001
 4.50 32000. -5.0  2.0   0.4771
 4.50 32000. -5.0  2.0   0.2608
 4.50 32000. -5.0  2.0   0.0001
 5.00 32000. -5.0  2.0   0.4275
 5.00 32000. -5.0  2.0   0.2850
 5.00 32000. -5.0  2.0   0.0000
 4.00 33000. -5.0  2.0   0.5941
 4.00 33000. -5.0  2.0   0.2085
 4.00 33000. -5.0  2.0   0.0001
 4.50 33000. -5.0  2.0   0.4714
 4.50 33000. -5.0  2.0   0.2535
 4.50 33000. -5.0  2.0   0.0001
 5.00 33000. -5.0  2.0   0.4125
 5.00 33000. -5.0  2.0   0.2849
 5.00 33000. -5.0  2.0   0.0000
 4.00 34000. -5.0  2.0   0.6321
 4.00 34000. -5.0  2.0   0.1865
 4.00 34000. -5.0  2.0   0.0001
 4.50 34000. -5.0  2.0   0.4709
 4.50 34000. -5.0  2.0   0.2425
 4.50 34000. -5.0  2.0   0.0001
 5.00 34000. -5.0  2.0   0.3980
 5.00 34000. -5.0  2.0   0.2838
 5.00 34000. -5.0  2.0   0.0001
 4.00 35000. -5.0  2.0   0.6937
 4.00 35000. -5.0  2.0   0.1601
 4.00 35000. -5.0  2.0   0.0001
 4.50 35000. -5.0  2.0   0.4784
 4.50 35000. -5.0  2.0   0.2265
 4.50 35000. -5.0  2.0   0.0002
 5.00 35000. -5.0  2.0   0.3877
 5.00 35000. -5.0  2.0   0.2781
 5.00 35000. -5.0  2.0   0.0001
 4.50 37500. -5.0  2.0   0.5472
 4.50 37500. -5.0  2.0   0.1661
 4.50 37500. -5.0  2.0   0.0003
 5.00 37500. -5.0  2.0   0.3782
 5.00 37500. -5.0  2.0   0.2440
 5.00 37500. -5.0  2.0   0.0001
 4.50 40000. -5.0  2.0   0.6957
 4.50 40000. -5.0  2.0   0.1136
 4.50 40000. -5.0  2.0   0.0004
 5.00 40000. -5.0  2.0   0.3992
 5.00 40000. -5.0  2.0   0.1931
 5.00 40000. -5.0  2.0   0.0003
 5.00 42500. -5.0  2.0   0.4487
 5.00 42500. -5.0  2.0   0.1536
 5.00 42500. -5.0  2.0   0.0004
 5.00 45000. -5.0  2.0   0.5012
 5.00 45000. -5.0  2.0   0.1308
 5.00 45000. -5.0  2.0   0.0004
 5.00 47500. -5.0  2.0   0.5352
 5.00 47500. -5.0  2.0   0.1207
 5.00 47500. -5.0  2.0   0.0005
 5.00 50000. -5.0  2.0   0.5605
 5.00 50000. -5.0  2.0   0.1149
 5.00 50000. -5.0  2.0   0.0005
 0.00  3500. -4.5  2.0   0.6597
 0.00  3500. -4.5  2.0   0.8114
 0.00  3500. -4.5  2.0   0.0003
 0.50  3500. -4.5  2.0   0.6643
 0.50  3500. -4.5  2.0   0.7349
 0.50  3500. -4.5  2.0   0.0005
 1.00  3500. -4.5  2.0   0.6796
 1.00  3500. -4.5  2.0   0.6080
 1.00  3500. -4.5  2.0   0.0013
 1.50  3500. -4.5  2.0   0.7085
 1.50  3500. -4.5  2.0   0.5078
 1.50  3500. -4.5  2.0   0.0032
 2.00  3500. -4.5  2.0   0.7249
 2.00  3500. -4.5  2.0   0.4604
 2.00  3500. -4.5  2.0   0.0036
 2.50  3500. -4.5  2.0   0.7329
 2.50  3500. -4.5  2.0   0.4514
 2.50  3500. -4.5  2.0   0.0043
 3.00  3500. -4.5  2.0   0.7261
 3.00  3500. -4.5  2.0   0.4685
 3.00  3500. -4.5  2.0   0.0047
 0.00  3750. -4.5  2.0   0.6580
 0.00  3750. -4.5  2.0   0.7708
 0.00  3750. -4.5  2.0   0.0002
 0.50  3750. -4.5  2.0   0.6638
 0.50  3750. -4.5  2.0   0.7185
 0.50  3750. -4.5  2.0   0.0005
 1.00  3750. -4.5  2.0   0.6659
 1.00  3750. -4.5  2.0   0.6572
 1.00  3750. -4.5  2.0   0.0004
 1.50  3750. -4.5  2.0   0.6832
 1.50  3750. -4.5  2.0   0.5348
 1.50  3750. -4.5  2.0   0.0008
 2.00  3750. -4.5  2.0   0.7422
 2.00  3750. -4.5  2.0   0.3907
 2.00  3750. -4.5  2.0   0.0022
 2.50  3750. -4.5  2.0   0.8152
 2.50  3750. -4.5  2.0   0.3080
 2.50  3750. -4.5  2.0   0.0034
 3.00  3750. -4.5  2.0   0.8553
 3.00  3750. -4.5  2.0   0.2826
 3.00  3750. -4.5  2.0   0.0044
 3.50  3750. -4.5  2.0   0.8553
 3.50  3750. -4.5  2.0   0.3121
 3.50  3750. -4.5  2.0   0.0129
 0.00  4000. -4.5  2.0   0.6497
 0.00  4000. -4.5  2.0   0.7622
 0.00  4000. -4.5  2.0   0.0003
 0.50  4000. -4.5  2.0   0.6551
 0.50  4000. -4.5  2.0   0.7051
 0.50  4000. -4.5  2.0   0.0003
 1.00  4000. -4.5  2.0   0.6648
 1.00  4000. -4.5  2.0   0.6410
 1.00  4000. -4.5  2.0   0.0007
 1.50  4000. -4.5  2.0   0.6778
 1.50  4000. -4.5  2.0   0.5758
 1.50  4000. -4.5  2.0   0.0014
 2.00  4000. -4.5  2.0   0.6789
 2.00  4000. -4.5  2.0   0.4987
 2.00  4000. -4.5  2.0   0.0006
 2.50  4000. -4.5  2.0   0.7445
 2.50  4000. -4.5  2.0   0.3526
 2.50  4000. -4.5  2.0   0.0010
 3.00  4000. -4.5  2.0   0.9056
 3.00  4000. -4.5  2.0   0.2317
 3.00  4000. -4.5  2.0   0.0018
 3.50  4000. -4.5  2.0   1.1017
 3.50  4000. -4.5  2.0   0.1695
 3.50  4000. -4.5  2.0   0.0027
 4.00  4000. -4.5  2.0   1.2577
 4.00  4000. -4.5  2.0   0.1509
 4.00  4000. -4.5  2.0   0.0091
 0.00  4250. -4.5  2.0   0.6420
 0.00  4250. -4.5  2.0   0.7576
 0.00  4250. -4.5  2.0   0.0004
 0.50  4250. -4.5  2.0   0.6465
 0.50  4250. -4.5  2.0   0.7046
 0.50  4250. -4.5  2.0   0.0003
 1.00  4250. -4.5  2.0   0.6570
 1.00  4250. -4.5  2.0   0.6403
 1.00  4250. -4.5  2.0   0.0007
 1.50  4250. -4.5  2.0   0.6702
 1.50  4250. -4.5  2.0   0.5801
 1.50  4250. -4.5  2.0   0.0015
 2.00  4250. -4.5  2.0   0.6853
